camNum	frameNum	sysClock	buffer
0	371	12322	1
1	371	12337	1
0	372	12354	1
1	372	12371	1
0	373	12387	1
1	373	12404	1
0	374	12422	1
1	374	12438	1
0	375	12454	1
1	375	12472	1
0	376	12487	1
1	376	12504	1
0	377	12520	1
1	377	12537	1
0	378	12554	1
1	378	12571	1
0	379	12588	1
1	379	12604	1
0	380	12621	1
1	380	12637	1
0	381	12654	1
1	381	12671	1
0	382	12688	1
1	382	12704	1
0	383	12721	1
1	383	12737	1
0	384	12754	1
1	384	12771	1
0	385	12788	1
1	385	12804	1
0	386	12821	1
1	386	12838	1
0	387	12854	1
1	387	12871	1
0	388	12888	1
1	388	12904	1
0	389	12921	1
1	389	12938	1
0	390	12956	1
1	390	12971	1
0	391	12988	1
1	391	13004	1
0	392	13021	1
1	392	13038	1
0	393	13056	1
1	393	13071	1
0	394	13088	1
1	394	13104	1
0	395	13121	1
1	395	13138	1
0	396	13155	1
1	396	13171	1
0	397	13188	1
1	397	13204	1
0	398	13223	1
1	398	13238	1
0	399	13255	1
1	399	13271	1
0	400	13288	1
1	400	13305	1
0	401	13322	1
1	401	13338	1
0	402	13355	1
1	402	13371	1
0	403	13388	1
1	403	13405	1
0	404	13422	1
1	404	13438	1
0	405	13455	1
1	405	13471	1
0	406	13489	1
1	406	13504	1
0	407	13522	1
1	407	13538	1
0	408	13555	1
1	408	13571	1
0	409	13589	1
1	409	13604	1
0	410	13622	1
1	410	13638	1
0	411	13655	1
1	411	13672	1
0	412	13689	1
1	412	13704	1
0	413	13722	1
1	413	13738	1
0	414	13756	1
1	414	13771	1
0	415	13789	1
1	415	13805	1
0	416	13822	1
1	416	13838	1
0	417	13856	1
1	417	13871	1
0	418	13889	1
1	418	13905	1
0	419	13922	1
1	419	13938	1
0	420	13956	1
1	420	13971	1
0	421	13988	1
1	421	14005	1
0	422	14023	1
1	422	14038	1
0	423	14056	1
1	423	14071	1
0	424	14089	1
1	424	14105	1
0	425	14123	1
1	425	14138	1
0	426	14156	1
1	426	14172	1
0	427	14190	1
1	427	14206	1
0	428	14223	1
1	428	14238	1
0	429	14256	1
1	429	14272	1
0	430	14290	1
1	430	14305	1
0	431	14323	1
1	431	14338	1
0	432	14356	1
1	432	14372	1
0	433	14390	1
1	433	14405	1
0	434	14422	1
1	434	14438	1
0	435	14457	1
1	435	14472	1
0	436	14489	1
1	436	14505	1
0	437	14523	1
1	437	14539	1
0	438	14557	1
1	438	14573	1
0	439	14589	1
1	439	14605	1
0	440	14623	1
1	440	14639	1
0	441	14657	1
1	441	14672	1
0	442	14690	1
1	442	14705	1
0	443	14724	1
1	443	14738	1
0	444	14756	1
1	444	14772	1
0	445	14790	1
1	445	14805	1
0	446	14824	1
1	446	14838	1
0	447	14856	1
1	447	14872	1
0	448	14890	1
1	448	14906	1
0	449	14924	1
1	449	14939	1
0	450	14956	1
1	450	14972	1
0	451	14990	1
1	451	15006	1
0	452	15023	1
1	452	15039	1
0	453	15057	1
1	453	15072	1
0	454	15091	1
1	454	15105	1
0	455	15123	1
1	455	15139	1
0	456	15157	1
1	456	15172	1
0	457	15190	1
1	457	15205	1
0	458	15223	1
1	458	15239	1
0	459	15258	1
1	459	15272	1
0	460	15290	1
1	460	15306	1
0	461	15323	1
1	461	15340	1
0	462	15358	1
1	462	15372	1
0	463	15390	1
1	463	15405	1
0	464	15423	1
1	464	15439	1
0	465	15458	1
1	465	15472	1
0	466	15490	1
1	466	15506	1
0	467	15525	1
1	467	15539	1
0	468	15557	1
1	468	15572	1
0	469	15590	1
1	469	15606	1
0	470	15625	1
1	470	15639	1
0	471	15657	1
1	471	15672	1
0	472	15690	1
1	472	15706	1
0	473	15725	1
1	473	15740	1
0	474	15757	1
1	474	15773	1
0	475	15790	1
1	475	15806	1
0	476	15824	1
1	476	15839	1
0	477	15857	1
1	477	15873	1
0	478	15892	1
1	478	15906	1
0	479	15924	1
1	479	15939	1
0	480	15957	1
1	480	15973	1
0	481	15992	1
1	481	16006	1
0	482	16024	1
1	482	16039	1
0	483	16058	1
1	483	16072	1
0	484	16091	1
1	484	16106	1
0	485	16124	1
1	485	16139	1
0	486	16159	1
1	486	16172	1
0	487	16191	1
1	487	16206	1
0	488	16224	1
1	488	16240	1
0	489	16259	1
1	489	16273	1
0	490	16291	1
1	490	16306	1
0	491	16325	1
1	491	16339	1
0	492	16358	1
1	492	16373	1
0	493	16391	1
1	493	16406	1
0	494	16425	1
1	494	16439	1
0	495	16458	1
1	495	16473	1
0	496	16491	1
1	496	16506	1
0	497	16526	1
1	497	16539	1
0	498	16558	1
1	498	16573	1
0	499	16591	1
1	499	16606	1
0	500	16625	1
1	500	16639	1
0	501	16658	1
1	501	16673	1
0	502	16692	1
1	502	16706	1
0	503	16725	1
1	503	16740	1
0	504	16758	1
1	504	16773	1
0	505	16792	1
1	505	16806	1
0	506	16825	1
1	506	16840	1
0	507	16858	1
1	507	16873	1
0	508	16892	1
1	508	16906	1
0	509	16925	1
1	509	16940	1
0	510	16959	1
1	510	16973	1
0	511	16992	1
1	511	17006	1
0	512	17025	1
1	512	17040	1
0	513	17059	1
1	513	17073	1
0	514	17092	1
1	514	17106	1
0	515	17125	1
1	515	17140	1
0	516	17159	1
1	516	17173	1
0	517	17192	1
1	517	17206	1
0	518	17226	1
1	518	17240	1
0	519	17259	1
1	519	17273	1
0	520	17292	1
1	520	17307	1
0	521	17326	1
1	521	17340	1
0	522	17359	1
1	522	17373	1
0	523	17392	1
1	523	17406	1
0	524	17426	1
1	524	17441	1
0	525	17459	1
1	525	17473	1
0	526	17493	1
1	526	17506	1
0	527	17526	1
1	527	17540	1
0	528	17559	1
1	528	17574	1
0	529	17593	1
1	529	17607	1
0	530	17626	1
1	530	17640	1
0	531	17659	1
1	531	17673	1
0	532	17693	1
1	532	17707	1
0	533	17726	1
1	533	17741	1
0	534	17760	1
1	534	17773	1
0	535	17792	1
1	535	17807	1
0	536	17826	1
1	536	17841	1
0	537	17860	1
1	537	17874	1
0	538	17892	1
1	538	17907	1
0	539	17926	1
1	539	17940	1
0	540	17960	1
1	540	17974	1
0	541	17993	1
1	541	18007	1
0	542	18027	1
1	542	18040	1
0	543	18059	1
1	543	18074	1
0	544	18093	1
1	544	18107	1
0	545	18127	1
1	545	18140	1
0	546	18159	1
1	546	18174	1
0	547	18193	1
1	547	18207	1
0	548	18227	1
1	548	18240	1
0	549	18259	1
1	549	18274	1
0	550	18294	1
1	550	18307	1
0	551	18326	1
1	551	18340	1
0	552	18360	1
1	552	18374	1
0	553	18394	1
1	553	18407	1
0	554	18426	1
1	554	18441	1
0	555	18460	1
1	555	18474	1
0	556	18493	1
1	556	18507	1
0	557	18526	1
1	557	18541	1
0	558	18561	1
1	558	18574	1
0	559	18593	1
1	559	18607	1
0	560	18627	1
1	560	18640	1
0	561	18661	1
1	561	18674	1
0	562	18693	1
1	562	18707	1
0	563	18727	1
1	563	18740	1
0	564	18760	1
1	564	18774	1
0	565	18793	1
1	565	18808	1
0	566	18828	1
1	566	18841	1
0	567	18860	1
1	567	18874	1
0	568	18894	1
1	568	18907	1
0	569	18928	1
1	569	18941	1
0	570	18960	1
1	570	18974	1
0	571	18994	1
1	571	19007	1
0	572	19027	1
1	572	19041	1
0	573	19060	1
1	573	19074	1
0	574	19095	1
1	574	19107	1
0	575	19127	1
1	575	19141	1
0	576	19160	1
1	576	19174	1
0	577	19195	1
1	577	19207	1
0	578	19227	1
1	578	19241	1
0	579	19261	1
1	579	19274	1
0	580	19294	1
1	580	19308	1
0	581	19327	1
1	581	19342	1
0	582	19362	1
1	582	19375	1
0	583	19394	1
1	583	19408	1
0	584	19427	1
1	584	19442	1
0	585	19461	1
1	585	19474	1
0	586	19494	1
1	586	19508	1
0	587	19528	1
1	587	19541	1
0	588	19560	1
1	588	19574	1
0	589	19594	1
1	589	19608	1
0	590	19628	1
1	590	19641	1
0	591	19661	1
1	591	19675	1
0	592	19694	1
1	592	19708	1
0	593	19729	1
1	593	19741	1
0	594	19761	1
1	594	19775	1
0	595	19795	1
1	595	19808	1
0	596	19828	1
1	596	19842	1
0	597	19861	1
1	597	19875	1
0	598	19896	1
1	598	19908	1
0	599	19928	1
1	599	19941	1
0	600	19961	1
1	600	19975	1
0	601	19996	1
1	601	20008	1
0	602	20028	1
1	602	20041	1
0	603	20061	1
1	603	20075	1
0	604	20095	1
1	604	20108	1
0	605	20128	1
1	605	20142	1
0	606	20162	1
1	606	20175	1
0	607	20195	1
1	607	20208	1
0	608	20228	1
1	608	20242	1
0	609	20262	1
1	609	20275	1
0	610	20295	1
1	610	20308	1
0	611	20328	1
1	611	20341	1
0	612	20362	1
1	612	20375	1
0	613	20395	1
1	613	20408	1
0	614	20429	1
1	614	20441	1
0	615	20462	1
1	615	20475	1
0	616	20495	1
1	616	20508	1
0	617	20529	1
1	617	20542	1
0	618	20562	1
1	618	20575	1
0	619	20596	1
1	619	20608	1
0	620	20629	1
1	620	20642	1
0	621	20662	1
1	621	20675	1
0	622	20696	1
1	622	20708	1
0	623	20729	1
1	623	20742	1
0	624	20762	1
1	624	20775	1
0	625	20796	1
1	625	20808	1
0	626	20829	1
1	626	20842	1
0	627	20863	1
1	627	20875	1
0	628	20895	1
1	628	20908	1
0	629	20929	1
1	629	20942	1
0	630	20963	1
1	630	20975	1
0	631	20995	1
1	631	21009	1
0	632	21029	1
1	632	21042	1
0	633	21063	1
1	633	21075	1
0	634	21096	1
1	634	21109	1
0	635	21129	1
1	635	21142	1
0	636	21163	1
1	636	21175	1
0	637	21196	1
1	637	21209	1
0	638	21230	1
1	638	21242	1
0	639	21263	1
1	639	21275	1
0	640	21296	1
1	640	21310	1
0	641	21330	1
1	641	21342	1
0	642	21363	1
1	642	21375	1
0	643	21396	1
1	643	21409	1
0	644	21430	1
1	644	21442	1
0	645	21463	1
1	645	21476	1
0	646	21497	1
1	646	21509	1
0	647	21529	1
1	647	21542	1
0	648	21563	1
1	648	21576	1
0	649	21597	1
1	649	21610	1
0	650	21629	1
1	650	21642	1
0	651	21664	1
1	651	21675	1
0	652	21696	1
1	652	21709	1
0	653	21729	1
1	653	21743	1
0	654	21764	1
1	654	21776	1
0	655	21796	1
1	655	21809	1
0	656	21830	1
1	656	21842	1
0	657	21864	1
1	657	21876	1
0	658	21896	1
1	658	21909	1
0	659	21930	1
1	659	21942	1
0	660	21963	1
1	660	21976	1
0	661	21996	1
1	661	22009	1
0	662	22031	1
1	662	22042	1
0	663	22063	1
1	663	22076	1
0	664	22097	1
1	664	22109	1
0	665	22131	1
1	665	22143	1
0	666	22163	1
1	666	22176	1
0	667	22197	1
1	667	22209	1
0	668	22230	1
1	668	22242	1
0	669	22263	1
1	669	22276	1
0	670	22298	1
1	670	22309	1
0	671	22330	1
1	671	22343	1
0	672	22363	1
1	672	22376	1
0	673	22398	1
1	673	22409	1
0	674	22430	1
1	674	22443	1
0	675	22465	1
1	675	22476	1
0	676	22497	1
1	676	22509	1
0	677	22530	1
1	677	22543	1
0	678	22565	1
1	678	22576	1
0	679	22597	1
1	679	22609	1
0	680	22631	1
1	680	22643	1
0	681	22664	1
1	681	22676	1
0	682	22697	1
1	682	22710	1
0	683	22731	1
1	683	22743	1
0	684	22764	1
1	684	22776	1
0	685	22797	1
1	685	22810	1
0	686	22831	1
1	686	22843	1
0	687	22864	1
1	687	22877	1
0	688	22898	1
1	688	22909	1
0	689	22931	1
1	689	22943	1
0	690	22964	1
1	690	22976	1
0	691	22998	1
1	691	23010	1
0	692	23031	1
1	692	23043	1
0	693	23064	1
1	693	23076	1
0	694	23098	1
1	694	23110	1
0	695	23131	1
1	695	23143	1
0	696	23164	1
1	696	23176	1
0	697	23198	1
1	697	23210	1
0	698	23231	1
1	698	23243	1
0	699	23264	1
1	699	23276	1
0	700	23299	1
1	700	23310	1
0	701	23331	1
1	701	23343	1
0	702	23366	1
1	702	23376	1
0	703	23398	1
1	703	23410	1
0	704	23431	1
1	704	23443	1
0	705	23465	1
1	705	23477	1
0	706	23498	1
1	706	23510	1
0	707	23532	1
1	707	23543	1
0	708	23565	1
1	708	23577	1
0	709	23598	1
1	709	23610	1
0	710	23633	1
1	710	23643	1
0	711	23665	1
1	711	23677	1
0	712	23698	1
1	712	23710	1
0	713	23732	1
1	713	23743	1
0	714	23765	1
1	714	23777	1
0	715	23799	1
1	715	23810	1
0	716	23832	1
1	716	23843	1
0	717	23865	1
1	717	23877	1
0	718	23899	1
1	718	23910	1
0	719	23932	1
1	719	23943	1
0	720	23965	1
1	720	23977	1
0	721	23999	1
1	721	24010	1
0	722	24032	1
1	722	24044	1
0	723	24065	1
1	723	24078	1
0	724	24099	1
1	724	24110	1
0	725	24132	1
1	725	24144	1
0	726	24166	1
1	726	24177	1
0	727	24199	1
1	727	24210	1
0	728	24232	1
1	728	24243	1
0	729	24266	1
1	729	24277	1
0	730	24299	1
1	730	24310	1
0	731	24332	1
1	731	24343	1
0	732	24366	1
1	732	24377	1
0	733	24399	1
1	733	24411	1
0	734	24433	1
1	734	24444	1
0	735	24466	1
1	735	24477	1
0	736	24499	1
1	736	24511	1
0	737	24533	1
1	737	24544	1
0	738	24566	1
1	738	24577	1
0	739	24599	1
1	739	24610	1
0	740	24633	1
1	740	24644	1
0	741	24666	1
1	741	24677	1
0	742	24700	1
1	742	24710	1
0	743	24732	1
1	743	24744	1
0	744	24766	1
1	744	24777	1
0	745	24800	1
1	745	24811	1
0	746	24832	1
1	746	24844	1
0	747	24866	1
1	747	24877	1
0	748	24900	1
1	748	24911	1
0	749	24933	1
1	749	24944	1
0	750	24967	1
1	750	24977	1
0	751	24999	1
1	751	25011	1
0	752	25033	1
1	752	25045	1
0	753	25067	1
1	753	25078	1
0	754	25100	1
1	754	25111	1
0	755	25133	1
1	755	25144	1
0	756	25167	1
1	756	25177	1
0	757	25199	1
1	757	25211	1
0	758	25234	1
1	758	25244	1
0	759	25266	1
1	759	25278	1
0	760	25300	1
1	760	25311	1
0	761	25334	1
1	761	25344	1
0	762	25366	1
1	762	25378	1
0	763	25400	1
1	763	25411	1
0	764	25434	1
1	764	25444	1
0	765	25466	1
1	765	25478	1
0	766	25500	1
1	766	25511	1
0	767	25534	1
1	767	25544	1
0	768	25567	1
1	768	25578	1
0	769	25601	1
1	769	25611	1
0	770	25633	1
1	770	25644	1
0	771	25667	1
1	771	25678	1
0	772	25701	1
1	772	25711	1
0	773	25733	1
1	773	25744	1
0	774	25767	1
1	774	25778	1
0	775	25801	1
1	775	25811	1
0	776	25833	1
1	776	25845	1
0	777	25867	1
1	777	25878	1
0	778	25900	1
