camNum	frameNum	sysClock	buffer
0	6878	229927	1
1	6887	229953	1
0	6879	229960	1
1	6888	229987	1
0	6880	229994	1
1	6889	230020	1
0	6881	230027	1
1	6890	230053	1
0	6882	230060	1
1	6891	230087	1
0	6883	230094	1
1	6892	230120	1
0	6884	230127	1
1	6893	230153	1
0	6885	230161	1
1	6894	230187	1
0	6886	230194	1
1	6895	230220	1
0	6887	230227	1
1	6896	230253	1
0	6888	230261	1
1	6897	230287	1
0	6889	230294	1
1	6898	230320	1
0	6890	230327	1
1	6899	230353	1
0	6891	230361	1
1	6900	230387	1
0	6892	230394	1
1	6901	230420	1
0	6893	230428	1
1	6902	230454	1
0	6894	230461	1
1	6903	230487	1
0	6895	230494	1
1	6904	230520	1
0	6896	230528	1
1	6905	230554	1
0	6897	230561	1
1	6906	230587	1
0	6898	230594	1
1	6907	230620	1
0	6899	230628	1
1	6908	230654	1
0	6900	230661	1
1	6909	230687	1
0	6901	230694	1
1	6910	230720	1
0	6902	230728	1
1	6911	230754	1
0	6903	230761	1
1	6912	230787	1
0	6904	230795	1
1	6913	230820	1
0	6905	230828	1
1	6914	230854	1
0	6906	230861	1
1	6915	230887	1
0	6907	230895	1
1	6916	230920	1
0	6908	230928	1
1	6917	230954	1
0	6909	230961	1
1	6918	230987	1
0	6910	230995	1
1	6919	231020	1
0	6911	231028	1
1	6920	231054	1
0	6912	231062	1
1	6921	231087	1
0	6913	231095	1
1	6922	231121	1
0	6914	231128	1
1	6923	231154	1
0	6915	231162	1
1	6924	231187	1
0	6916	231195	1
1	6925	231221	1
0	6917	231228	1
1	6926	231255	1
0	6918	231262	1
1	6927	231288	1
0	6919	231295	1
1	6928	231321	1
0	6920	231328	1
1	6929	231354	1
0	6921	231362	1
1	6930	231389	1
0	6922	231395	1
1	6931	231421	1
0	6923	231429	1
1	6932	231454	1
0	6924	231462	1
1	6933	231487	1
0	6925	231495	1
1	6934	231521	1
0	6926	231529	1
1	6935	231554	1
0	6927	231562	1
1	6936	231587	1
0	6928	231595	1
1	6937	231621	1
0	6929	231629	1
1	6938	231654	1
0	6930	231662	1
1	6939	231687	1
0	6931	231695	1
1	6940	231721	1
0	6932	231729	1
1	6941	231754	1
0	6933	231762	1
1	6942	231788	1
0	6934	231795	1
1	6943	231821	1
0	6935	231829	1
1	6944	231854	1
0	6936	231862	1
1	6945	231888	1
0	6937	231896	1
1	6946	231921	1
0	6938	231929	1
1	6947	231954	1
0	6939	231962	1
1	6948	231988	1
0	6940	231996	1
1	6949	232021	1
0	6941	232029	1
1	6950	232055	1
0	6942	232062	1
1	6951	232088	1
0	6943	232096	1
1	6952	232121	1
0	6944	232129	1
1	6953	232155	1
0	6945	232163	1
1	6954	232188	1
0	6946	232196	1
1	6955	232221	1
0	6947	232229	1
1	6956	232255	1
0	6948	232263	1
1	6957	232288	1
0	6949	232296	1
1	6958	232321	1
0	6950	232329	1
1	6959	232355	1
0	6951	232363	1
1	6960	232389	1
0	6952	232396	1
1	6961	232422	1
0	6953	232429	1
1	6962	232455	1
0	6954	232463	1
1	6963	232488	1
0	6955	232496	1
1	6964	232521	1
0	6956	232530	1
1	6965	232555	1
0	6957	232563	1
1	6966	232588	1
0	6958	232596	1
1	6967	232621	1
0	6959	232630	1
1	6968	232655	1
0	6960	232663	1
1	6969	232688	1
0	6961	232696	1
1	6970	232721	1
0	6962	232730	1
1	6971	232755	1
0	6963	232763	1
1	6972	232788	1
0	6964	232796	1
1	6973	232822	1
0	6965	232830	1
1	6974	232855	1
0	6966	232863	1
1	6975	232888	1
0	6967	232897	1
1	6976	232922	1
0	6968	232930	1
1	6977	232955	1
0	6969	232963	1
1	6978	232988	1
0	6970	232997	1
1	6979	233022	1
0	6971	233030	1
1	6980	233055	1
0	6972	233063	1
1	6981	233088	1
0	6973	233097	1
1	6982	233122	1
0	6974	233130	1
1	6983	233155	1
0	6975	233163	1
1	6984	233188	1
0	6976	233197	1
1	6985	233222	1
0	6977	233230	1
1	6986	233255	1
0	6978	233264	1
1	6987	233288	1
0	6979	233297	1
1	6988	233322	1
0	6980	233330	1
1	6989	233355	1
0	6981	233364	1
1	6990	233389	1
0	6982	233397	1
1	6991	233422	1
0	6983	233430	1
1	6992	233455	1
0	6984	233464	1
1	6993	233489	1
0	6985	233497	1
1	6994	233522	1
0	6986	233530	1
1	6995	233555	1
0	6987	233564	1
1	6996	233589	1
0	6988	233598	1
1	6997	233622	1
0	6989	233631	1
1	6998	233655	1
0	6990	233664	1
1	6999	233689	1
0	6991	233697	1
1	7000	233722	1
0	6992	233731	8
1	7001	233755	1
0	6993	233764	7
1	7002	234013	1
0	6994	233797	6
1	7003	234018	1
0	6995	233831	5
0	6996	233865	4
0	6997	233898	3
0	6998	233931	2
0	6999	233965	1
0	7000	233998	1
1	7004	234024	1
0	7001	234036	1
1	7005	234057	1
0	7002	234065	1
1	7006	234089	1
0	7003	234098	1
1	7007	234122	1
0	7004	234131	1
1	7008	234156	1
0	7005	234164	1
1	7009	234189	1
0	7006	234198	1
1	7010	234222	1
0	7007	234231	1
1	7011	234256	1
0	7008	234265	1
1	7012	234289	1
0	7009	234298	1
1	7013	234322	1
0	7010	234331	1
1	7014	234356	1
0	7011	234365	1
1	7015	234390	1
0	7012	234398	1
1	7016	234422	1
0	7013	234431	1
1	7017	234456	1
0	7014	234465	1
1	7018	234489	1
0	7015	234498	1
1	7019	234522	1
0	7016	234532	1
1	7020	234556	1
0	7017	234565	1
1	7021	234589	1
0	7018	234598	1
1	7022	234622	1
0	7019	234632	1
1	7023	234656	1
0	7020	234665	1
1	7024	234689	1
0	7021	234698	1
1	7025	234722	1
0	7022	234732	1
1	7026	234756	1
0	7023	234765	1
1	7027	234789	1
0	7024	234798	1
1	7028	234823	1
0	7025	234832	1
1	7029	234856	1
0	7026	234865	1
1	7030	234889	1
0	7027	234899	1
1	7031	234923	1
0	7028	234932	1
1	7032	234957	1
0	7029	234965	1
1	7033	234990	1
0	7030	234999	1
1	7034	235023	1
0	7031	235032	1
1	7035	235056	1
0	7032	235065	1
1	7036	235089	1
0	7033	235099	1
1	7037	235123	1
0	7034	235132	1
1	7038	235156	1
0	7035	235165	1
1	7039	235189	1
0	7036	235199	1
1	7040	235223	1
0	7037	235232	1
1	7041	235256	1
0	7038	235265	1
1	7042	235289	1
0	7039	235299	1
1	7043	235323	1
0	7040	235332	1
1	7044	235356	1
0	7041	235366	1
1	7045	235390	1
0	7042	235399	1
1	7046	235423	1
0	7043	235432	1
1	7047	235456	1
0	7044	235466	1
1	7048	235489	1
0	7045	235499	1
1	7049	235523	1
0	7046	235532	1
1	7050	235556	1
0	7047	235566	1
1	7051	235590	1
0	7048	235599	1
1	7052	235623	1
0	7049	235632	1
1	7053	235656	1
0	7050	235666	1
1	7054	235690	1
0	7051	235699	1
1	7055	235724	1
0	7052	235733	1
1	7056	235757	1
0	7053	235766	1
1	7057	235790	1
0	7054	235799	1
1	7058	235823	1
0	7055	235833	1
1	7059	235857	1
0	7056	235866	1
1	7060	235890	1
0	7057	235899	1
1	7061	235924	1
0	7058	235933	1
1	7062	235957	1
0	7059	235966	1
1	7063	235990	1
0	7060	236000	1
1	7064	236023	1
0	7061	236033	1
1	7065	236057	1
0	7062	236066	1
1	7066	236090	1
0	7063	236100	1
1	7067	236123	1
0	7064	236133	1
1	7068	236157	1
0	7065	236166	1
1	7069	236190	1
0	7066	236200	1
1	7070	236223	1
0	7067	236233	1
1	7071	236257	1
0	7068	236266	1
1	7072	236290	1
0	7069	236300	1
1	7073	236323	1
0	7070	236333	1
1	7074	236357	1
0	7071	236367	1
1	7075	236390	1
0	7072	236400	1
1	7076	236423	1
0	7073	236433	1
1	7077	236457	1
0	7074	236467	1
1	7078	236490	1
0	7075	236500	1
1	7079	236524	1
0	7076	236533	1
1	7080	236557	1
0	7077	236567	1
1	7081	236590	1
0	7078	236600	1
1	7082	236624	1
0	7079	236633	1
1	7083	236657	1
0	7080	236667	1
1	7084	236690	1
0	7081	236700	1
1	7085	236724	1
0	7082	236734	1
1	7086	236757	1
0	7083	236767	1
1	7087	236790	1
0	7084	236800	1
1	7088	236824	1
0	7085	236834	1
1	7089	236857	1
0	7086	236867	1
1	7090	236890	1
0	7087	236900	1
1	7091	236924	1
0	7088	236934	1
1	7092	236957	1
0	7089	236967	1
1	7093	236990	1
0	7090	237000	1
1	7094	237024	1
0	7091	237034	1
1	7095	237057	1
0	7092	237067	1
1	7096	237090	1
0	7093	237101	1
1	7097	237124	1
0	7094	237134	1
1	7098	237158	1
0	7095	237167	1
1	7099	237191	1
0	7096	237201	1
1	7100	237224	1
0	7097	237234	1
1	7101	237257	1
0	7098	237267	1
1	7102	237291	1
0	7099	237301	1
1	7103	237324	1
0	7100	237334	1
1	7104	237357	1
0	7101	237368	1
1	7105	237391	1
0	7102	237401	1
1	7106	237424	1
0	7103	237434	1
1	7107	237457	1
0	7104	237468	1
1	7108	237491	1
0	7105	237501	1
1	7109	237524	1
0	7106	237534	1
1	7110	237557	1
0	7107	237568	1
1	7111	237591	1
0	7108	237601	1
1	7112	237624	1
0	7109	237634	1
1	7113	237658	1
0	7110	237668	1
1	7114	237691	1
0	7111	237701	1
1	7115	237724	1
0	7112	237735	1
1	7116	237758	1
0	7113	237768	1
1	7117	237791	1
0	7114	237801	1
1	7118	237824	1
0	7115	237835	1
1	7119	237858	1
0	7116	237868	1
1	7120	237891	1
0	7117	237901	1
1	7121	237924	1
0	7118	237935	1
1	7122	237958	1
0	7119	237968	1
1	7123	237991	1
0	7120	238001	1
1	7124	238024	1
0	7121	238035	1
1	7125	238058	1
0	7122	238068	1
1	7126	238091	1
0	7123	238102	1
1	7127	238124	1
0	7124	238135	1
1	7128	238158	1
0	7125	238168	1
1	7129	238191	1
0	7126	238202	1
1	7130	238224	1
0	7127	238235	1
1	7131	238258	1
0	7128	238268	1
1	7132	238293	1
0	7129	238302	1
1	7133	238325	1
0	7130	238335	1
1	7134	238358	1
0	7131	238368	1
1	7135	238392	1
0	7132	238402	1
1	7136	238425	1
0	7133	238435	1
1	7137	238458	1
0	7134	238469	1
1	7138	238491	1
0	7135	238502	1
1	7139	238525	1
0	7136	238535	1
1	7140	238558	1
0	7137	238569	1
1	7141	238591	1
0	7138	238602	1
1	7142	238625	1
0	7139	238635	1
1	7143	238658	1
0	7140	238669	1
1	7144	238691	1
0	7141	238702	1
1	7145	238725	1
0	7142	238735	1
1	7146	238758	1
0	7143	238769	1
1	7147	238791	1
0	7144	238802	1
1	7148	238825	1
0	7145	238836	1
1	7149	238858	1
0	7146	238869	1
1	7150	238891	1
0	7147	238902	1
1	7151	238925	1
0	7148	238936	1
1	7152	238958	1
0	7149	238969	1
1	7153	238991	1
0	7150	239002	1
1	7154	239025	1
0	7151	239036	1
1	7155	239058	1
0	7152	239069	1
1	7156	239091	1
0	7153	239102	1
1	7157	239125	1
0	7154	239136	1
1	7158	239159	1
0	7155	239169	1
1	7159	239192	1
0	7156	239203	1
1	7160	239225	1
0	7157	239236	1
1	7161	239259	1
0	7158	239269	1
1	7162	239292	1
0	7159	239303	1
1	7163	239325	1
0	7160	239336	1
1	7164	239359	1
0	7161	239369	1
1	7165	239392	1
0	7162	239403	1
1	7166	239426	1
0	7163	239436	1
1	7167	239458	1
0	7164	239469	1
1	7168	239492	1
0	7165	239503	1
1	7169	239525	1
0	7166	239536	1
1	7170	239558	1
0	7167	239570	1
1	7171	239592	1
0	7168	239603	1
1	7172	239625	1
0	7169	239636	1
1	7173	239658	1
0	7170	239670	1
1	7174	239692	1
0	7171	239703	1
1	7175	239725	1
0	7172	239736	1
1	7176	239758	1
0	7173	239770	1
1	7177	239792	1
0	7174	239803	1
1	7178	239825	1
0	7175	239837	1
1	7179	239859	1
0	7176	239870	1
1	7180	239892	1
0	7177	239903	1
1	7181	239927	1
0	7178	239937	1
1	7182	239959	1
0	7179	239970	1
1	7183	239992	1
0	7180	240003	1
1	7184	240025	1
0	7181	240037	1
1	7185	240059	1
0	7182	240070	1
1	7186	240092	1
0	7183	240103	1
1	7187	240125	1
0	7184	240137	1
1	7188	240159	1
0	7185	240171	1
1	7189	240192	1
0	7186	240204	1
1	7190	240225	1
0	7187	240237	1
1	7191	240259	1
0	7188	240271	1
1	7192	240292	1
0	7189	240304	1
1	7193	240326	1
0	7190	240337	1
1	7194	240359	1
0	7191	240371	1
1	7195	240393	1
0	7192	240404	1
1	7196	240426	1
0	7193	240437	1
1	7197	240459	1
0	7194	240471	1
1	7198	240492	1
0	7195	240504	1
1	7199	240526	1
0	7196	240537	1
1	7200	240559	1
0	7197	240571	1
1	7201	240592	1
0	7198	240604	1
1	7202	240626	1
0	7199	240638	1
1	7203	240659	1
0	7200	240671	1
1	7204	240692	1
0	7201	240704	1
1	7205	240726	1
0	7202	240738	1
1	7206	240759	1
0	7203	240771	1
1	7207	240793	1
0	7204	240804	1
1	7208	240826	1
0	7205	240838	1
1	7209	240859	1
0	7206	240871	1
1	7210	240893	1
0	7207	240904	1
1	7211	240926	1
0	7208	240938	1
1	7212	240959	1
0	7209	240971	1
1	7213	240993	1
0	7210	241004	1
1	7214	241026	1
0	7211	241038	1
1	7215	241060	1
0	7212	241071	1
1	7216	241093	1
0	7213	241104	1
1	7217	241126	1
0	7214	241138	1
1	7218	241160	1
0	7215	241171	1
1	7219	241193	1
0	7216	241205	1
1	7220	241226	1
0	7217	241238	1
1	7221	241259	1
0	7218	241272	1
1	7222	241293	1
0	7219	241305	1
1	7223	241326	1
0	7220	241338	1
1	7224	241359	1
0	7221	241372	1
1	7225	241393	1
0	7222	241405	1
1	7226	241426	1
0	7223	241438	1
1	7227	241460	1
0	7224	241472	1
1	7228	241493	1
0	7225	241505	1
1	7229	241526	1
0	7226	241538	1
1	7230	241560	1
0	7227	241572	1
1	7231	241593	1
0	7228	241605	1
1	7232	241626	1
0	7229	241638	1
1	7233	241660	1
0	7230	241672	1
1	7234	241693	1
0	7231	241705	1
1	7235	241726	1
0	7232	241739	1
1	7236	241760	1
0	7233	241772	1
1	7237	241794	1
0	7234	241805	1
1	7238	241827	1
0	7235	241838	1
1	7239	241860	1
0	7236	241872	1
1	7240	241893	1
0	7237	241906	1
1	7241	241927	1
0	7238	241939	1
1	7242	241960	1
0	7239	241972	1
1	7243	241993	1
0	7240	242005	1
1	7244	242026	1
0	7241	242039	1
1	7245	242060	1
0	7242	242072	1
1	7246	242093	1
0	7243	242106	1
1	7247	242127	1
0	7244	242139	1
1	7248	242160	1
0	7245	242172	1
1	7249	242193	1
0	7246	242206	1
1	7250	242227	1
0	7247	242239	1
1	7251	242260	1
0	7248	242273	1
1	7252	242293	1
0	7249	242306	1
1	7253	242327	1
0	7250	242339	1
1	7254	242360	1
0	7251	242373	1
1	7255	242393	1
0	7252	242406	1
1	7256	242427	1
0	7253	242439	1
1	7257	242460	1
0	7254	242473	1
1	7258	242493	1
0	7255	242507	1
1	7259	242527	1
0	7256	242539	1
1	7260	242560	1
0	7257	242573	1
1	7261	242593	1
0	7258	242606	1
1	7262	242627	1
0	7259	242639	1
1	7263	242660	1
0	7260	242673	1
1	7264	242693	1
0	7261	242706	1
1	7265	242727	1
0	7262	242740	1
1	7266	242760	1
0	7263	242773	1
1	7267	242794	1
0	7264	242806	1
1	7268	242827	1
0	7265	242840	1
1	7269	242860	1
0	7266	242873	1
1	7270	242894	1
0	7267	242906	1
1	7271	242927	1
0	7268	242940	1
1	7272	242960	1
0	7269	242973	1
1	7273	242994	1
0	7270	243007	1
1	7274	243027	1
0	7271	243040	1
1	7275	243060	1
0	7272	243073	1
1	7276	243095	1
0	7273	243107	1
1	7277	243128	1
0	7274	243140	1
1	7278	243160	1
0	7275	243173	1
1	7279	243194	1
0	7276	243206	1
1	7280	243227	1
0	7277	243240	1
1	7281	243260	1
0	7278	243274	1
1	7282	243294	1
0	7279	243307	1
1	7283	243327	1
0	7280	243340	1
1	7284	243360	1
0	7281	243374	1
1	7285	243394	1
0	7282	243407	1
1	7286	243427	1
0	7283	243440	1
1	7287	243461	1
0	7284	243474	1
1	7288	243494	1
0	7285	243507	1
1	7289	243527	1
0	7286	243540	1
1	7290	243561	1
0	7287	243574	1
1	7291	243594	1
0	7288	243607	1
1	7292	243627	1
0	7289	243640	1
1	7293	243661	1
0	7290	243674	1
1	7294	243694	1
0	7291	243707	1
1	7295	243727	1
0	7292	243740	1
1	7296	243761	1
0	7293	243774	1
1	7297	243795	1
0	7294	243807	1
1	7298	243828	1
0	7295	243841	1
1	7299	243862	1
0	7296	243874	1
1	7300	243895	1
0	7297	243907	1
1	7301	243927	1
0	7298	243941	1
1	7302	243961	1
0	7299	243974	1
1	7303	243994	1
0	7300	244008	1
1	7304	244028	1
0	7301	244041	1
1	7305	244061	1
0	7302	244074	1
1	7306	244094	1
0	7303	244108	1
1	7307	244128	1
0	7304	244141	1
1	7308	244161	1
0	7305	244174	1
1	7309	244194	1
0	7306	244208	1
1	7310	244228	1
0	7307	244241	1
1	7311	244261	1
0	7308	244274	1
1	7312	244294	1
0	7309	244308	1
1	7313	244328	1
0	7310	244341	1
1	7314	244361	1
0	7311	244375	1
1	7315	244395	1
0	7312	244409	1
1	7316	244428	1
0	7313	244441	1
1	7317	244461	1
0	7314	244475	1
1	7318	244494	1
0	7315	244509	1
1	7319	244528	1
0	7316	244541	1
1	7320	244561	1
0	7317	244575	1
1	7321	244594	1
0	7318	244608	1
1	7322	244628	1
0	7319	244641	1
1	7323	244661	1
0	7320	244675	1
1	7324	244695	1
0	7321	244708	1
1	7325	244728	1
0	7322	244742	1
1	7326	244761	1
0	7323	244775	1
1	7327	244795	1
0	7324	244808	1
1	7328	244828	1
0	7325	244842	1
1	7329	244861	1
0	7326	244875	1
1	7330	244895	1
0	7327	244908	1
1	7331	244928	1
0	7328	244942	1
1	7332	244961	1
0	7329	244975	1
1	7333	244995	1
0	7330	245008	1
1	7334	245028	1
0	7331	245042	1
1	7335	245062	1
0	7332	245075	1
1	7336	245096	1
0	7333	245109	1
1	7337	245128	1
0	7334	245142	1
1	7338	245162	1
0	7335	245175	1
1	7339	245196	1
0	7336	245209	1
1	7340	245228	1
0	7337	245242	1
1	7341	245261	1
0	7338	245276	1
1	7342	245295	1
0	7339	245309	1
1	7343	245328	1
0	7340	245342	1
1	7344	245362	1
0	7341	245376	1
1	7345	245395	1
0	7342	245409	1
1	7346	245429	1
0	7343	245442	1
1	7347	245462	1
0	7344	245476	1
1	7348	245495	1
0	7345	245509	1
1	7349	245529	1
0	7346	245542	1
1	7350	245562	1
0	7347	245576	1
1	7351	245595	1
0	7348	245609	1
1	7352	245628	1
0	7349	245643	1
1	7353	245662	1
0	7350	245676	1
1	7354	245695	1
0	7351	245709	1
1	7355	245729	1
0	7352	245743	1
1	7356	245762	1
0	7353	245776	1
1	7357	245795	1
0	7354	245809	1
1	7358	245829	1
0	7355	245843	1
1	7359	245862	1
0	7356	245876	1
1	7360	245896	1
0	7357	245909	1
1	7361	245929	1
0	7358	245942	1
1	7362	245962	1
0	7359	245976	1
1	7363	245995	1
0	7360	246010	1
1	7364	246028	1
0	7361	246043	1
1	7365	246062	1
0	7362	246076	1
1	7366	246095	1
0	7363	246110	1
1	7367	246128	1
0	7364	246143	1
1	7368	246162	1
0	7365	246176	1
1	7369	246196	1
0	7366	246210	1
1	7370	246229	1
0	7367	246243	1
1	7371	246262	1
0	7368	246277	1
1	7372	246296	1
0	7369	246310	1
1	7373	246329	1
0	7370	246343	1
1	7374	246362	1
0	7371	246376	1
1	7375	246396	1
0	7372	246410	1
1	7376	246429	1
0	7373	246443	1
1	7377	246462	1
0	7374	246477	1
1	7378	246495	1
0	7375	246510	1
1	7379	246529	1
0	7376	246543	1
1	7380	246563	1
0	7377	246577	1
1	7381	246596	1
0	7378	246610	1
1	7382	246629	1
0	7379	246643	1
1	7383	246662	1
0	7380	246677	1
1	7384	246696	1
0	7381	246710	1
1	7385	246729	1
0	7382	246745	1
1	7386	246762	1
0	7383	246777	1
1	7387	246796	1
0	7384	246810	1
1	7388	246829	1
0	7385	246844	1
1	7389	246862	1
0	7386	246877	1
1	7390	246896	1
0	7387	246910	1
1	7391	246929	1
0	7388	246944	1
1	7392	246962	1
0	7389	246977	1
1	7393	246996	1
0	7390	247011	1
1	7394	247029	1
0	7391	247044	1
1	7395	247063	1
0	7392	247077	1
1	7396	247096	1
0	7393	247110	1
1	7397	247129	1
0	7394	247144	1
1	7398	247162	1
0	7395	247177	1
1	7399	247196	1
0	7396	247211	1
1	7400	247229	1
0	7397	247244	1
1	7401	247263	1
0	7398	247277	1
1	7402	247296	1
0	7399	247312	1
1	7403	247329	1
0	7400	247344	1
1	7404	247363	1
0	7401	247377	1
1	7405	247396	1
0	7402	247411	1
1	7406	247429	1
0	7403	247444	1
1	7407	247463	1
0	7404	247477	1
1	7408	247496	1
0	7405	247511	1
1	7409	247529	1
0	7406	247544	1
1	7410	247563	1
0	7407	247578	1
1	7411	247596	1
0	7408	247611	1
1	7412	247629	1
0	7409	247644	1
1	7413	247663	1
0	7410	247678	1
1	7414	247698	1
0	7411	247711	1
1	7415	247730	1
0	7412	247744	1
1	7416	247763	1
0	7413	247779	1
1	7417	247796	1
0	7414	247811	1
1	7418	247829	1
0	7415	247845	1
1	7419	247863	1
0	7416	247878	1
1	7420	247896	1
0	7417	247911	1
1	7421	247930	1
0	7418	247945	1
1	7422	247963	1
0	7419	247978	1
1	7423	247996	1
0	7420	248011	1
1	7424	248030	1
0	7421	248045	1
1	7425	248063	1
0	7422	248078	1
1	7426	248096	1
0	7423	248111	1
1	7427	248130	1
0	7424	248146	1
1	7428	248163	1
0	7425	248178	1
1	7429	248196	1
0	7426	248212	1
1	7430	248230	1
0	7427	248246	1
1	7431	248263	1
0	7428	248278	1
1	7432	248296	1
0	7429	248312	1
1	7433	248330	1
0	7430	248346	1
1	7434	248363	1
0	7431	248378	1
1	7435	248397	1
0	7432	248412	1
1	7436	248430	1
0	7433	248445	1
1	7437	248463	1
0	7434	248479	1
1	7438	248497	1
0	7435	248513	1
1	7439	248530	1
0	7436	248545	1
1	7440	248563	1
0	7437	248578	1
1	7441	248597	1
0	7438	248613	1
1	7442	248630	1
0	7439	248645	1
1	7443	248663	1
0	7440	248679	1
1	7444	248697	1
0	7441	248713	1
1	7445	248730	1
0	7442	248745	1
1	7446	248763	1
0	7443	248779	1
1	7447	248797	1
0	7444	248812	1
1	7448	248830	1
0	7445	248846	1
1	7449	248863	1
0	7446	248879	1
1	7450	248897	1
0	7447	248912	1
1	7451	248930	1
0	7448	248946	1
1	7452	248963	1
0	7449	248980	1
1	7453	248997	1
0	7450	249012	1
1	7454	249030	1
0	7451	249046	1
1	7455	249064	1
0	7452	249080	1
1	7456	249097	1
0	7453	249112	1
1	7457	249130	1
0	7454	249146	1
1	7458	249164	1
0	7455	249179	1
1	7459	249197	1
0	7456	249213	1
1	7460	249230	1
0	7457	249246	1
1	7461	249264	1
0	7458	249279	1
1	7462	249297	1
0	7459	249313	1
1	7463	249330	1
0	7460	249347	1
1	7464	249364	1
0	7461	249379	1
1	7465	249397	1
0	7462	249413	1
1	7466	249431	1
0	7463	249446	1
1	7467	249464	1
0	7464	249479	1
1	7468	249497	1
0	7465	249513	1
1	7469	249531	1
0	7466	249546	1
1	7470	249564	1
0	7467	249579	1
1	7471	249597	1
0	7468	249614	1
1	7472	249630	1
0	7469	249646	1
1	7473	249664	1
0	7470	249680	1
1	7474	249697	1
0	7471	249714	1
1	7475	249730	1
0	7472	249746	1
1	7476	249764	1
0	7473	249780	1
1	7477	249798	1
0	7474	249813	1
1	7478	249831	1
0	7475	249846	1
1	7479	249864	1
0	7476	249880	1
1	7480	249898	1
0	7477	249913	1
1	7481	249931	1
0	7478	249947	1
1	7482	249964	1
0	7479	249981	1
1	7483	249997	1
0	7480	250013	1
1	7484	250031	1
0	7481	250047	1
1	7485	250065	1
0	7482	250081	1
1	7486	250097	1
0	7483	250113	1
1	7487	250131	1
0	7484	250147	1
1	7488	250164	1
0	7485	250181	1
1	7489	250197	1
0	7486	250213	1
1	7490	250231	1
0	7487	250247	1
1	7491	250264	1
0	7488	250280	1
1	7492	250297	1
0	7489	250314	1
1	7493	250331	1
0	7490	250347	1
1	7494	250364	1
0	7491	250380	1
1	7495	250397	1
0	7492	250414	1
1	7496	250431	1
0	7493	250448	1
1	7497	250464	1
0	7494	250481	1
1	7498	250498	1
0	7495	250514	1
1	7499	250531	1
0	7496	250547	1
1	7500	250564	1
0	7497	250580	1
1	7501	250598	1
0	7498	250615	1
1	7502	250631	1
0	7499	250647	1
1	7503	250664	1
0	7500	250680	1
1	7504	250698	1
0	7501	250715	1
1	7505	250731	1
0	7502	250747	1
1	7506	250764	1
0	7503	250781	1
1	7507	250798	1
0	7504	250815	1
1	7508	250831	1
0	7505	250847	1
1	7509	250864	1
0	7506	250881	1
1	7510	250898	1
0	7507	250914	1
1	7511	250931	1
0	7508	250948	1
1	7512	250965	1
0	7509	250982	1
1	7513	250998	1
0	7510	251014	1
1	7514	251031	1
0	7511	251048	1
1	7515	251065	1
0	7512	251082	1
1	7516	251098	1
0	7513	251114	1
1	7517	251131	1
0	7514	251148	1
1	7518	251166	1
0	7515	251182	1
1	7519	251198	1
0	7516	251214	1
1	7520	251231	1
0	7517	251248	1
1	7521	251265	1
0	7518	251281	1
1	7522	251298	1
0	7519	251314	1
1	7523	251331	1
0	7520	251349	1
1	7524	251365	1
0	7521	251381	1
1	7525	251398	1
0	7522	251415	1
1	7526	251432	1
0	7523	251449	1
1	7527	251465	1
0	7524	251481	1
1	7528	251498	1
0	7525	251516	1
1	7529	251532	1
0	7526	251548	1
1	7530	251565	1
0	7527	251581	1
1	7531	251598	7
0	7528	251615	6
1	7532	251632	7
0	7529	251834	5
1	7533	251665	8
0	7530	251834	4
1	7534	251698	7
0	7531	251848	3
1	7535	251732	6
0	7532	251882	2
1	7536	251765	5
0	7533	251915	2
1	7537	251799	4
0	7534	251949	1
1	7538	251831	3
1	7539	251960	2
1	7540	251965	1
1	7541	251967	1
0	7535	251982	1
1	7542	252003	1
0	7536	252017	1
1	7543	252032	1
0	7537	252049	1
1	7544	252065	1
0	7538	252082	1
1	7545	252099	1
0	7539	252115	1
1	7546	252132	1
0	7540	252149	1
1	7547	252165	1
0	7541	252183	1
1	7548	252198	1
0	7542	252215	1
1	7549	252232	1
0	7543	252249	1
1	7550	252266	1
0	7544	252283	1
1	7551	252299	1
0	7545	252315	1
1	7552	252332	1
0	7546	252349	1
1	7553	252366	1
0	7547	252383	1
1	7554	252398	1
0	7548	252416	1
1	7555	252432	1
0	7549	252449	1
1	7556	252466	1
0	7550	252482	1
1	7557	252499	1
0	7551	252516	1
1	7558	252532	1
0	7552	252550	1
1	7559	252565	1
0	7553	252582	1
1	7560	252599	1
0	7554	252616	1
1	7561	252632	1
0	7555	252650	1
1	7562	252665	1
0	7556	252682	1
1	7563	252699	1
0	7557	252717	1
1	7564	252732	1
0	7558	252749	1
1	7565	252765	1
0	7559	252783	1
1	7566	252799	1
0	7560	252817	1
1	7567	252832	1
0	7561	252849	1
1	7568	252866	1
0	7562	252883	1
1	7569	252899	1
0	7563	252916	1
1	7570	252932	1
0	7564	252949	1
1	7571	252966	1
0	7565	252984	1
1	7572	252999	1
0	7566	253016	1
1	7573	253032	1
0	7567	253050	1
1	7574	253066	1
0	7568	253084	1
1	7575	253099	1
0	7569	253116	1
1	7576	253132	1
0	7570	253150	1
1	7577	253166	1
0	7571	253184	1
1	7578	253199	1
0	7572	253216	1
1	7579	253232	1
0	7573	253250	1
1	7580	253268	1
0	7574	253283	1
1	7581	253300	1
0	7575	253316	1
1	7582	253333	1
0	7576	253351	1
1	7583	253366	1
0	7577	253383	1
1	7584	253399	1
